,max_df,max_features,min_df,random_state,train_score,test_score
68,0.66,4000,1,1337,0.7710084033613446,0.6914357682619647
69,0.66,4000,2,1,0.7819327731092437,0.6876574307304786
70,0.66,4000,2,42,0.7701680672268908,0.7090680100755667
71,0.66,4000,2,1337,0.7714285714285715,0.6889168765743073
72,0.66,5000,1,1,0.7596638655462185,0.6763224181360201
73,0.66,5000,1,42,0.7449579831932773,0.6926952141057935
74,0.66,5000,1,1337,0.7449579831932773,0.6750629722921915
75,0.66,5000,2,1,0.7584033613445378,0.6826196473551638
76,0.66,5000,2,42,0.7441176470588236,0.6926952141057935
77,0.66,5000,2,1337,0.7457983193277311,0.672544080604534
78,0.66,8000,1,1,0.7046218487394958,0.6574307304785895
79,0.66,8000,1,42,0.684453781512605,0.6511335012594458
80,0.66,8000,1,1337,0.6882352941176471,0.6360201511335013
81,0.66,8000,2,1,0.7050420168067227,0.6561712846347607
82,0.66,8000,2,42,0.6861344537815126,0.6523929471032746
83,0.66,8000,2,1337,0.6873949579831933,0.6372795969773299
84,0.75,500,1,1,0.6718487394957983,0.654911838790932
85,0.75,500,1,42,0.6777310924369748,0.6511335012594458
86,0.75,500,1,1337,0.6684873949579831,0.6448362720403022
87,0.75,500,2,1,0.6718487394957983,0.654911838790932
88,0.75,500,2,42,0.6773109243697479,0.6498740554156172
89,0.75,500,2,1337,0.6697478991596638,0.6435768261964736
90,0.75,1000,1,1,0.7365546218487395,0.6926952141057935
91,0.75,1000,1,42,0.7239495798319328,0.7002518891687658
92,0.75,1000,1,1337,0.7327731092436974,0.6826196473551638
93,0.75,1000,2,1,0.7369747899159664,0.6914357682619647
94,0.75,1000,2,42,0.7239495798319328,0.7002518891687658
95,0.75,1000,2,1337,0.7327731092436974,0.6826196473551638
96,0.75,2000,1,1,0.7781512605042017,0.7141057934508817
97,0.75,2000,1,42,0.7697478991596639,0.7115869017632241
98,0.75,2000,1,1337,0.776890756302521,0.698992443324937
99,0.75,2000,2,1,0.7777310924369748,0.7128463476070529
100,0.75,2000,2,42,0.7697478991596639,0.7115869017632241
101,0.75,2000,2,1337,0.776890756302521,0.6977329974811083
102,0.75,3000,1,1,0.7869747899159664,0.7040302267002518
103,0.75,3000,1,42,0.7773109243697479,0.7115869017632241
104,0.75,3000,1,1337,0.784453781512605,0.7027707808564232
105,0.75,3000,2,1,0.7878151260504201,0.698992443324937
106,0.75,3000,2,42,0.7777310924369748,0.7103274559193955
107,0.75,3000,2,1337,0.7848739495798319,0.7027707808564232
108,0.75,4000,1,1,0.7794117647058824,0.690176322418136
109,0.75,4000,1,42,0.7697478991596639,0.7002518891687658
110,0.75,4000,1,1337,0.7684873949579832,0.690176322418136
111,0.75,4000,2,1,0.780672268907563,0.6889168765743073
112,0.75,4000,2,42,0.7701680672268908,0.7040302267002518
113,0.75,4000,2,1337,0.7697478991596639,0.6889168765743073
114,0.75,5000,1,1,0.7588235294117647,0.6801007556675063
115,0.75,5000,1,42,0.7428571428571429,0.6863979848866498
116,0.75,5000,1,1337,0.7445378151260504,0.6738035264483627
117,0.75,5000,2,1,0.7563025210084033,0.6788413098236776
118,0.75,5000,2,42,0.7432773109243698,0.6838790931989924
119,0.75,5000,2,1337,0.7449579831932773,0.6775818639798489
120,0.75,8000,1,1,0.7008403361344537,0.654911838790932
121,0.75,8000,1,42,0.6848739495798319,0.6511335012594458
122,0.75,8000,1,1337,0.6857142857142857,0.6360201511335013
123,0.75,8000,2,1,0.7037815126050421,0.6561712846347607
124,0.75,8000,2,42,0.684453781512605,0.6511335012594458
125,0.75,8000,2,1337,0.6857142857142857,0.6372795969773299
126,0.83,500,1,1,0.6684873949579831,0.6574307304785895
127,0.83,500,1,42,0.6760504201680673,0.6511335012594458
128,0.83,500,1,1337,0.6676470588235294,0.6423173803526449
129,0.83,500,2,1,0.6684873949579831,0.6574307304785895
130,0.83,500,2,42,0.6752100840336135,0.6511335012594458
131,0.83,500,2,1337,0.6676470588235294,0.6423173803526449
132,0.83,1000,1,1,0.7319327731092437,0.690176322418136
133,0.83,1000,1,42,0.7214285714285714,0.698992443324937
134,0.83,1000,1,1337,0.7264705882352941,0.6788413098236776
135,0.83,1000,2,1,0.7336134453781512,0.6889168765743073
136,0.83,1000,2,42,0.723109243697479,0.6952141057934509
137,0.83,1000,2,1337,0.7264705882352941,0.6788413098236776
138,0.83,2000,1,1,0.7756302521008404,0.7103274559193955
139,0.83,2000,1,42,0.7655462184873949,0.7128463476070529
140,0.83,2000,1,1337,0.7747899159663866,0.6952141057934509
141,0.83,2000,2,1,0.7756302521008404,0.7103274559193955
142,0.83,2000,2,42,0.7647058823529411,0.7115869017632241
143,0.83,2000,2,1337,0.773109243697479,0.6952141057934509
144,0.83,3000,1,1,0.7840336134453781,0.7040302267002518
145,0.83,3000,1,42,0.7722689075630252,0.707808564231738
146,0.83,3000,1,1337,0.7815126050420168,0.7015113350125944
147,0.83,3000,2,1,0.7836134453781513,0.7015113350125944
148,0.83,3000,2,42,0.7722689075630252,0.7065491183879093
149,0.83,3000,2,1337,0.7810924369747899,0.7002518891687658
150,0.83,4000,1,1,0.7756302521008404,0.6863979848866498
151,0.83,4000,1,42,0.7655462184873949,0.698992443324937
152,0.83,4000,1,1337,0.7638655462184873,0.6889168765743073
153,0.83,4000,2,1,0.7752100840336135,0.6876574307304786
154,0.83,4000,2,42,0.7647058823529411,0.7002518891687658
155,0.83,4000,2,1337,0.7672268907563026,0.6876574307304786
156,0.83,5000,1,1,0.7558823529411764,0.6788413098236776
157,0.83,5000,1,42,0.7378151260504202,0.6788413098236776
158,0.83,5000,1,1337,0.7403361344537815,0.672544080604534
159,0.83,5000,2,1,0.7558823529411764,0.6763224181360201
160,0.83,5000,2,42,0.7390756302521009,0.6826196473551638
161,0.83,5000,2,1337,0.7378151260504202,0.6750629722921915
162,0.83,8000,1,1,0.6970588235294117,0.6523929471032746
163,0.83,8000,1,42,0.6815126050420168,0.6511335012594458
164,0.83,8000,1,1337,0.6815126050420168,0.6347607052896725
165,0.83,8000,2,1,0.6978991596638655,0.6523929471032746
166,0.83,8000,2,42,0.6831932773109244,0.6511335012594458
167,0.83,8000,2,1337,0.6831932773109244,0.6360201511335013
168,0.9,500,1,1,0.6676470588235294,0.654911838790932
169,0.9,500,1,42,0.6743697478991597,0.6498740554156172
170,0.9,500,1,1337,0.6668067226890756,0.6423173803526449
171,0.9,500,2,1,0.6672268907563025,0.654911838790932
172,0.9,500,2,42,0.6743697478991597,0.6498740554156172
173,0.9,500,2,1337,0.6668067226890756,0.6423173803526449
174,0.9,1000,1,1,0.7310924369747899,0.6876574307304786
175,0.9,1000,1,42,0.7210084033613445,0.6977329974811083
176,0.9,1000,1,1337,0.7273109243697479,0.6788413098236776
177,0.9,1000,2,1,0.7315126050420168,0.690176322418136
178,0.9,1000,2,42,0.7218487394957983,0.6977329974811083
179,0.9,1000,2,1337,0.7277310924369748,0.6763224181360201
180,0.9,2000,1,1,0.7760504201680672,0.7103274559193955
181,0.9,2000,1,42,0.7630252100840336,0.7128463476070529
182,0.9,2000,1,1337,0.7726890756302521,0.6952141057934509
183,0.9,2000,2,1,0.7756302521008404,0.7090680100755667
184,0.9,2000,2,42,0.7626050420168067,0.7115869017632241
185,0.9,2000,2,1337,0.7726890756302521,0.6952141057934509
186,0.9,3000,1,1,0.7815126050420168,0.7002518891687658
187,0.9,3000,1,42,0.7714285714285715,0.7090680100755667
188,0.9,3000,1,1337,0.780672268907563,0.6952141057934509
189,0.9,3000,2,1,0.7840336134453781,0.7027707808564232
190,0.9,3000,2,42,0.7714285714285715,0.7065491183879093
191,0.9,3000,2,1337,0.7794117647058824,0.6964735516372796
192,0.9,4000,1,1,0.7747899159663866,0.6889168765743073
193,0.9,4000,1,42,0.7638655462184873,0.7015113350125944
194,0.9,4000,1,1337,0.7672268907563026,0.6876574307304786
195,0.9,4000,2,1,0.7747899159663866,0.6863979848866498
196,0.9,4000,2,42,0.7634453781512605,0.7027707808564232
197,0.9,4000,2,1337,0.7655462184873949,0.6889168765743073
198,0.9,5000,1,1,0.753781512605042,0.6738035264483627
199,0.9,5000,1,42,0.7340336134453781,0.6775818639798489
200,0.9,5000,1,1337,0.7365546218487395,0.6700251889168766
201,0.9,5000,2,1,0.753781512605042,0.6738035264483627
202,0.9,5000,2,42,0.7352941176470589,0.6788413098236776
203,0.9,5000,2,1337,0.7390756302521009,0.6712846347607053
204,0.9,8000,1,1,0.6957983193277311,0.6523929471032746
205,0.9,8000,1,42,0.6810924369747899,0.6486146095717884
206,0.9,8000,1,1337,0.6819327731092437,0.6347607052896725
207,0.9,8000,2,1,0.6953781512605042,0.6523929471032746
208,0.9,8000,2,42,0.6827731092436975,0.6498740554156172
209,0.9,8000,2,1337,0.6819327731092437,0.6360201511335013
210,1.0,500,1,1,0.657563025210084,0.6523929471032746
211,1.0,500,1,42,0.6600840336134454,0.6372795969773299
212,1.0,500,1,1337,0.6533613445378151,0.6347607052896725
213,1.0,500,2,1,0.6571428571428571,0.6523929471032746
214,1.0,500,2,42,0.6600840336134454,0.6372795969773299
215,1.0,500,2,1337,0.6533613445378151,0.6347607052896725
216,1.0,1000,1,1,0.7121848739495799,0.672544080604534
217,1.0,1000,1,42,0.704201680672269,0.6675062972292192
218,1.0,1000,1,1337,0.707983193277311,0.6675062972292192
219,1.0,1000,2,1,0.7121848739495799,0.672544080604534
220,1.0,1000,2,42,0.704201680672269,0.6675062972292192
221,1.0,1000,2,1337,0.7088235294117647,0.6675062972292192
222,1.0,2000,1,1,0.7567226890756302,0.6964735516372796
223,1.0,2000,1,42,0.7474789915966387,0.7002518891687658
224,1.0,2000,1,1337,0.7558823529411764,0.6876574307304786
225,1.0,2000,2,1,0.7558823529411764,0.6952141057934509
226,1.0,2000,2,42,0.7478991596638656,0.7002518891687658
227,1.0,2000,2,1337,0.7567226890756302,0.6876574307304786
228,1.0,3000,1,1,0.7630252100840336,0.6914357682619647
229,1.0,3000,1,42,0.7516806722689076,0.6914357682619647
230,1.0,3000,1,1337,0.7588235294117647,0.6876574307304786
231,1.0,3000,2,1,0.7638655462184873,0.690176322418136
232,1.0,3000,2,42,0.7491596638655462,0.6863979848866498
233,1.0,3000,2,1337,0.757563025210084,0.6889168765743073
234,1.0,4000,1,1,0.7525210084033613,0.6763224181360201
235,1.0,4000,1,42,0.7415966386554622,0.681360201511335
236,1.0,4000,1,1337,0.7369747899159664,0.6712846347607053
237,1.0,4000,2,1,0.7529411764705882,0.6750629722921915
238,1.0,4000,2,42,0.7407563025210084,0.6851385390428212
239,1.0,4000,2,1337,0.7369747899159664,0.672544080604534
240,1.0,5000,1,1,0.7289915966386554,0.6624685138539043
241,1.0,5000,1,42,0.7126050420168067,0.6649874055415617
242,1.0,5000,1,1337,0.715546218487395,0.6586901763224181
243,1.0,5000,2,1,0.7289915966386554,0.663727959697733
244,1.0,5000,2,42,0.7138655462184874,0.6662468513853904
245,1.0,5000,2,1337,0.7147058823529412,0.6561712846347607
246,1.0,8000,1,1,0.6735294117647059,0.6410579345088161
247,1.0,8000,1,42,0.6638655462184874,0.6435768261964736
248,1.0,8000,1,1337,0.6638655462184874,0.6221662468513854
249,1.0,8000,2,1,0.6726890756302522,0.6435768261964736
250,1.0,8000,2,42,0.6655462184873949,0.6423173803526449
251,1.0,8000,2,1337,0.6638655462184874,0.6221662468513854
