,max_df,max_features,min_df,random_state,train_score,test_score
0,0.5,500,1,1,0.7289915966386554,0.7128463476070529
1,0.5,500,1,42,0.7243697478991596,0.7052896725440806
2,0.5,500,1,1337,0.7247899159663865,0.7002518891687658
3,0.5,500,2,1,0.7289915966386554,0.7128463476070529
4,0.5,500,2,42,0.7243697478991596,0.7052896725440806
5,0.5,500,2,1337,0.7247899159663865,0.7002518891687658
6,0.5,1000,1,1,0.7756302521008404,0.7279596977329975
7,0.5,1000,1,42,0.7718487394957984,0.7317380352644837
8,0.5,1000,1,1337,0.7689075630252101,0.7317380352644837
9,0.5,1000,2,1,0.7764705882352941,0.7279596977329975
10,0.5,1000,2,42,0.7726890756302521,0.7355163727959698
11,0.5,1000,2,1337,0.7697478991596639,0.7329974811083123
12,0.5,2000,1,1,0.8134453781512605,0.7317380352644837
13,0.5,2000,1,42,0.8159663865546218,0.7506297229219143
14,0.5,2000,1,1337,0.8163865546218487,0.7367758186397985
15,0.5,2000,2,1,0.8142857142857143,0.7317380352644837
16,0.5,2000,2,42,0.8172268907563025,0.7506297229219143
17,0.5,2000,2,1337,0.8159663865546218,0.7380352644836272
18,0.5,3000,1,1,0.8189075630252101,0.7241813602015114
19,0.5,3000,1,42,0.8180672268907563,0.7468513853904282
20,0.5,3000,1,1337,0.815546218487395,0.7229219143576826
21,0.5,3000,2,1,0.8189075630252101,0.72544080604534
22,0.5,3000,2,42,0.8201680672268907,0.7481108312342569
23,0.5,3000,2,1337,0.8151260504201681,0.7279596977329975
24,0.5,4000,1,1,0.807563025210084,0.7015113350125944
25,0.5,4000,1,42,0.8117647058823529,0.7292191435768262
26,0.5,4000,1,1337,0.8079831932773109,0.7191435768261965
27,0.5,4000,2,1,0.8084033613445378,0.698992443324937
28,0.5,4000,2,42,0.8109243697478992,0.7279596977329975
29,0.5,4000,2,1337,0.8079831932773109,0.7204030226700252
30,0.5,5000,1,1,0.7899159663865546,0.6801007556675063
31,0.5,5000,1,42,0.7941176470588235,0.7191435768261965
32,0.5,5000,1,1337,0.7907563025210084,0.7052896725440806
33,0.5,5000,2,1,0.7890756302521008,0.6788413098236776
34,0.5,5000,2,42,0.7915966386554621,0.7178841309823678
35,0.5,5000,2,1337,0.7894957983193277,0.7040302267002518
36,0.5,8000,1,1,0.7294117647058823,0.646095717884131
37,0.5,8000,1,42,0.742436974789916,0.6788413098236776
38,0.5,8000,1,1337,0.7205882352941176,0.6586901763224181
39,0.5,8000,2,1,0.7281512605042016,0.6448362720403022
40,0.5,8000,2,42,0.742436974789916,0.6801007556675063
41,0.5,8000,2,1337,0.7226890756302521,0.6574307304785895
42,0.66,500,1,1,0.7189075630252101,0.7015113350125944
43,0.66,500,1,42,0.7142857142857143,0.6952141057934509
